ID,Sector,LastPage,SmokedIn30Days,Extraverted,Critical,Dependable,Anxious,OpenExp,Reserved,Sympathetic,Disorganized,Calm,Conventional,DifficultRefrain,CigsPerDay,SmokeMoreEarly,SmokeWhileIll,TimeToFirstCig,HateToGiveUp,FirstCigAge,SmokingChangePostCrisis,AffordFavoriteBrand,SwitchedBrandPostCrisis,Gender,Age,Governorate,EducationLevel,CurrentEmploymentStatus,MaritalStatus,CloseFriends,NumSmokerFriends,MainIncomeSource,HouseholdIncomeType,MonthlyIncome,IncomeSufficiency,HouseholdSize,FinancialImpact,ExerciseFreq,SocialMediaHours,StressFreq,EmploymentStatusGeneral
310,0,5,0,4,1,4,1,2,0,3,6,0,5,1,3,1,1,3,1,16,1,1,0,0,21,0,0,2,3,1,5,4,1,6,1,4,3,1,2,1,1
311,0,5,0,5,0,0,1,2,0,1,4,1,4,1,2,0,1,3,1,17,1,0,2,0,20,0,3,2,2,1,5,4,0,2,2,5,4,1,1,3,1
312,0,5,0,1,5,1,1,1,4,0,4,2,4,0,2,0,0,0,0,19,0,1,0,1,21,0,0,2,3,1,2,4,2,6,1,5,1,2,0,3,1
313,0,5,0,1,1,0,4,2,4,0,0,1,4,0,3,1,0,0,1,15,1,1,0,1,20,0,3,2,3,1,2,4,2,6,1,4,1,2,1,4,1
314,0,5,0,0,0,4,1,1,6,3,0,4,5,1,3,1,1,3,0,17,1,1,0,1,20,0,3,2,3,1,5,4,1,6,1,4,2,1,1,1,1
315,0,5,0,1,0,4,0,1,4,3,6,0,3,1,2,0,0,3,1,19,2,0,2,1,20,0,3,2,3,1,3,4,2,2,3,6,4,2,0,4,1
316,0,5,0,3,1,3,1,0,0,6,0,3,4,1,3,1,1,3,1,16,1,1,0,0,20,0,3,2,3,1,5,4,1,6,0,5,2,1,1,3,1
317,0,5,0,0,1,0,0,1,4,0,6,0,4,1,2,1,1,0,0,18,2,1,0,1,21,0,0,2,3,1,3,4,2,6,1,5,1,2,1,3,1
318,0,5,0,0,4,1,3,0,0,1,5,1,4,0,1,0,0,2,0,20,2,1,0,1,22,0,0,3,3,1,1,4,2,6,1,6,1,2,1,3,0
319,0,5,0,0,4,1,4,1,3,1,4,0,4,1,3,0,1,0,1,18,2,1,0,1,21,0,0,2,3,1,4,4,2,6,1,6,1,1,2,1,1
320,0,5,0,3,0,1,0,1,3,0,4,3,5,0,1,0,1,0,1,189,2,1,0,1,21,0,0,2,3,1,2,4,1,6,1,7,1,3,1,1,1
321,0,5,0,3,0,0,1,2,3,0,3,3,5,1,2,1,1,2,1,20,2,0,2,0,21,0,0,2,3,1,5,4,0,6,2,5,1,1,1,0,1
322,0,5,0,0,1,2,4,2,4,0,4,1,4,0,1,0,0,2,1,19,2,1,0,0,21,0,0,2,3,1,4,4,2,6,1,5,1,2,1,3,1
323,0,5,0,4,4,1,1,1,0,0,3,1,4,1,2,0,0,0,1,19,1,1,0,0,21,0,0,2,3,1,3,4,1,6,1,5,3,3,1,3,1
324,0,5,0,3,5,4,0,1,3,3,0,4,4,1,2,1,0,0,1,19,2,1,0,0,21,0,0,2,3,1,3,4,2,6,1,6,1,3,1,3,1
325,0,5,0,0,1,1,0,1,3,0,3,0,4,1,3,1,1,1,1,18,1,1,0,0,21,0,0,2,3,1,5,4,1,6,0,4,2,1,2,1,1
326,0,5,0,1,5,1,0,1,3,0,3,0,4,1,3,1,1,1,1,19,2,1,0,0,21,0,0,3,3,1,5,4,2,6,1,3,3,1,1,0,0
327,0,5,0,2,4,2,4,0,1,1,4,1,3,0,1,0,0,2,0,20,0,1,0,1,21,0,0,3,2,1,1,1,2,6,1,4,3,2,0,4,0
328,0,5,0,4,4,1,4,0,0,0,4,1,4,0,1,0,0,2,0,20,2,1,0,1,23,0,0,3,0,1,1,1,1,6,1,1,1,2,3,4,0
329,0,5,0,0,5,1,0,1,3,0,4,1,5,0,0,0,0,2,0,20,2,0,2,0,23,0,0,3,3,1,2,1,2,2,3,4,4,1,1,1,0
330,0,5,0,1,1,1,1,1,4,3,4,1,4,1,3,1,1,1,1,19,1,0,2,1,24,0,0,3,3,1,5,1,0,1,3,1,1,1,1,1,0
331,0,5,0,0,0,1,2,2,6,6,0,0,4,0,2,1,1,0,1,20,0,0,2,1,21,0,0,2,3,1,5,4,2,6,3,5,1,1,1,1,1
332,0,5,0,0,0,0,0,1,4,0,4,1,4,0,1,0,0,0,1,20,0,1,0,1,22,0,0,3,3,1,1,4,2,6,3,5,3,2,0,3,0
333,0,5,0,4,4,0,1,2,4,0,0,0,3,1,2,0,0,2,1,19,2,1,0,1,22,0,0,2,3,1,3,4,2,2,2,5,3,1,1,3,1
334,0,5,0,4,3,1,0,4,3,1,4,0,0,1,3,1,0,1,1,20,1,1,0,0,23,0,4,3,3,1,4,1,2,6,1,3,3,1,0,1,0
335,0,5,0,2,0,2,0,3,4,0,3,0,4,0,1,0,0,2,0,21,2,1,0,1,24,0,4,3,3,1,2,1,1,6,1,3,3,3,0,3,0
336,0,5,0,1,3,1,3,1,4,1,4,1,4,0,1,0,0,2,0,21,2,1,1,1,25,0,1,3,1,1,2,1,1,6,0,2,3,2,0,3,0
337,0,5,0,1,3,1,4,1,4,1,4,1,1,0,1,0,0,2,0,20,2,1,0,1,24,0,4,3,3,1,2,1,2,6,1,4,3,3,0,4,0
338,0,5,0,0,3,0,1,1,3,0,4,2,1,0,1,0,0,2,0,19,0,1,0,1,23,0,0,3,3,1,2,1,1,6,1,3,3,2,0,3,0
339,0,5,0,2,3,1,0,1,4,1,4,1,4,1,3,0,0,1,1,18,2,1,0,0,21,0,0,2,3,1,4,4,1,6,1,4,3,1,2,1,1
340,0,5,0,0,3,1,0,0,3,1,4,4,4,0,2,0,0,0,0,19,0,1,0,0,21,0,0,2,3,1,2,4,1,6,1,6,3,3,1,3,1
341,0,5,0,1,3,1,1,1,4,1,3,4,4,1,3,1,1,1,1,17,1,1,0,0,22,0,0,3,3,1,5,1,1,6,1,4,3,1,0,1,0
343,0,5,0,3,4,4,1,1,1,1,0,3,4,1,2,1,0,0,1,19,2,1,0,0,22,0,0,3,3,1,4,1,1,6,1,5,3,1,1,0,0
344,0,5,0,3,4,0,1,2,0,4,0,3,3,0,1,0,0,1,0,19,0,0,0,1,22,0,0,2,3,1,1,4,2,6,3,5,1,3,1,3,1
345,0,5,0,0,0,4,1,2,4,1,0,3,4,1,3,1,1,1,1,19,2,0,2,1,21,0,0,2,3,1,4,4,2,6,3,6,4,1,2,1,1
346,0,5,0,1,1,1,1,0,4,0,3,3,4,1,3,1,1,3,1,16,1,1,0,0,20,0,0,2,2,1,5,4,1,6,1,4,3,1,1,1,1
347,0,5,0,1,5,0,4,0,4,1,4,1,4,0,1,0,0,2,0,20,2,1,0,1,23,0,1,3,3,1,1,1,1,6,1,4,3,2,0,4,0
348,0,5,0,1,4,1,4,1,4,1,4,1,4,0,1,0,0,2,0,19,2,1,1,1,22,0,0,2,3,1,2,4,2,6,1,5,3,3,2,3,1
349,0,5,0,0,3,1,3,2,3,1,3,1,4,0,1,0,0,2,0,19,2,1,1,1,21,0,0,2,2,1,2,4,1,6,1,5,2,3,0,4,1
350,0,5,0,1,5,1,1,0,3,0,3,6,6,1,2,0,0,1,1,19,2,1,0,0,23,0,1,3,0,1,3,1,2,6,1,2,3,2,0,3,0
351,0,5,0,1,5,0,0,2,4,0,0,0,4,1,2,0,0,0,1,18,0,1,0,1,21,0,0,3,3,1,3,4,2,6,1,5,1,3,1,3,0
352,0,5,0,4,4,1,6,0,0,1,3,1,4,0,1,0,0,2,0,19,0,1,0,0,21,4,0,2,3,1,2,4,2,2,3,3,1,2,0,4,1
353,0,5,0,0,3,1,5,0,4,1,5,1,4,0,1,0,0,0,1,20,2,1,0,1,24,0,0,3,0,1,2,1,1,6,1,4,3,2,0,3,0
356,1,5,0,3,3,3,5,5,5,2,3,4,6,1,1,0,0,2,0,18,0,1,0,1,24,0,0,1,3,1,5,1,2,7,3,3,3,1,1,0,0
357,1,5,0,3,1,2,3,0,3,1,1,4,3,0,1,1,1,2,1,21,1,1,0,1,30,0,5,1,1,0,1,1,1,6,1,1,1,3,1,1,0
360,1,5,0,1,5,1,1,0,1,1,3,6,3,0,1,1,0,1,0,9,0,0,2,1,30,5,4,1,3,1,2,2,0,0,2,4,4,1,0,1,1
364,1,5,0,0,4,1,1,1,1,2,5,2,0,0,0,1,0,2,1,20,1,1,0,0,21,6,0,2,3,1,1,4,0,7,3,4,3,3,3,3,1
369,1,5,0,6,0,2,0,1,0,0,3,1,3,0,0,0,0,2,1,16,1,0,2,1,22,6,3,3,3,0,2,1,0,3,2,6,4,2,0,3,0
383,1,5,0,4,3,2,4,0,1,1,0,0,0,0,0,0,0,2,0,21,2,1,2,0,27,6,2,1,3,1,3,1,2,0,2,6,4,3,2,1,0
384,1,5,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,1,1,21,0,0,2,0,23,6,2,1,1,1,3,3,0,0,2,3,4,3,0,1,1
385,1,5,0,1,0,2,2,1,3,6,0,3,5,1,3,1,1,1,0,17,2,0,2,1,23,0,1,3,3,1,3,1,0,0,4,7,0,2,2,1,0
388,1,5,0,1,5,1,3,2,5,2,4,1,5,0,0,0,0,2,0,16,1,1,0,1,29,2,1,1,3,1,3,1,1,6,1,2,2,3,0,3,0
391,1,5,0,1,1,2,5,2,1,1,5,1,6,1,0,1,1,1,1,19,2,1,0,1,25,0,1,2,3,1,3,4,0,7,3,6,1,2,4,4,1
392,1,5,0,1,2,2,3,1,1,3,6,2,6,1,1,1,1,3,0,20,2,1,0,1,28,0,3,3,3,1,4,4,2,7,1,5,1,0,2,3,0
393,1,5,0,1,4,2,2,2,1,1,5,1,5,1,0,1,1,0,1,21,2,1,0,1,21,0,1,3,2,1,5,1,0,0,2,6,1,3,0,3,0
394,1,5,0,0,0,6,3,6,3,3,0,0,3,1,1,1,1,3,1,17,1,1,2,0,28,2,0,1,2,1,3,1,0,4,2,5,3,1,5,1,0
395,1,5,0,6,3,6,2,0,1,1,2,1,6,0,0,1,0,2,1,20,2,1,0,1,23,0,3,2,3,1,0,4,0,7,4,7,4,1,4,3,1
397,1,5,0,0,5,4,5,3,0,2,4,1,5,1,0,1,1,3,1,19,1,0,0,1,27,5,0,1,3,1,5,1,0,0,2,6,1,1,1,0,0
398,1,5,0,1,3,2,0,2,0,1,5,6,4,0,0,0,0,2,1,18,1,1,0,1,19,0,3,3,2,1,3,3,2,7,1,5,1,0,2,3,0
400,1,5,0,3,5,1,2,2,0,2,3,3,6,0,0,0,0,2,1,17,1,1,0,0,18,2,2,2,2,1,4,4,2,7,3,4,1,3,1,1,1
401,1,5,0,2,5,1,2,2,0,0,2,5,2,1,1,1,1,3,1,14,1,0,2,0,20,0,2,1,3,1,5,4,0,0,4,8,0,1,4,0,0
402,1,5,0,6,5,2,3,1,0,1,6,0,3,1,2,1,0,1,0,13,2,1,0,0,19,0,4,2,3,0,5,4,1,2,1,4,3,0,4,0,1
403,1,5,0,4,6,2,2,1,0,2,0,6,5,1,3,1,1,1,1,17,2,1,0,1,20,0,4,3,3,0,5,4,2,2,3,7,1,2,4,0,0
404,1,5,0,1,1,2,3,2,2,1,6,0,3,1,1,1,1,0,1,20,2,1,0,1,24,0,1,2,3,1,2,4,0,7,3,4,1,2,0,1,1
405,1,5,0,6,1,1,1,3,4,5,3,5,5,1,2,1,1,3,1,19,2,1,0,1,25,0,3,2,3,1,3,4,0,0,3,8,1,0,1,4,1
406,1,5,0,2,5,2,4,1,0,0,0,1,5,0,1,1,1,2,1,16,1,1,0,1,20,2,3,3,3,1,4,1,2,7,3,5,4,0,1,4,0
408,1,5,0,1,6,1,0,6,1,1,0,0,4,0,1,0,0,1,1,17,2,1,0,1,24,0,2,0,3,1,4,3,0,0,1,5,1,2,4,3,0
409,1,5,0,2,2,2,2,2,3,1,6,6,5,1,2,1,1,1,1,13,1,1,0,1,21,0,0,1,3,1,5,1,2,5,3,6,1,3,4,0,0
410,1,5,0,1,2,1,2,0,3,6,3,4,6,1,0,0,0,0,0,14,0,0,2,0,25,0,0,1,1,1,3,1,2,7,3,6,1,1,4,0,1
413,1,5,0,1,0,1,2,1,3,2,1,2,4,1,1,1,0,3,1,16,1,1,0,1,25,0,0,0,3,1,0,1,2,0,2,4,4,3,4,0,0
414,1,5,0,2,5,2,6,2,0,0,5,6,5,0,0,0,0,2,1,16,2,1,0,1,28,0,0,1,0,1,5,1,3,7,3,4,4,2,2,4,0
417,1,5,0,1,4,0,2,1,1,6,0,4,5,0,1,1,0,1,1,16,1,1,0,1,19,0,4,1,3,1,1,0,1,7,3,5,3,2,0,1,1
436,1,5,0,1,5,2,5,2,2,2,5,2,5,0,0,0,0,2,0,2016,0,1,0,1,30,0,5,1,1,1,0,1,0,7,3,4,2,0,0,4,0
443,1,5,0,0,5,1,4,1,6,3,4,1,4,0,0,0,0,2,0,18,2,1,0,1,28,0,5,0,3,1,4,3,1,6,1,0,3,2,5,4,0
459,1,5,0,2,6,2,5,2,2,2,5,5,5,0,0,0,0,2,0,23,0,0,0,0,27,3,1,2,2,1,4,4,0,0,4,3,0,3,4,0,1
482,1,5,0,2,3,1,4,1,5,2,5,1,5,1,3,0,1,1,0,13,2,1,0,0,25,6,4,1,0,1,5,1,2,4,4,5,0,3,1,1,0
521,1,5,0,0,4,0,2,2,6,2,1,4,4,1,2,1,1,3,1,17,1,1,2,1,25,6,4,1,3,1,2,1,1,7,3,7,1,2,4,1,0
528,1,5,0,3,6,2,0,0,1,2,5,2,4,0,0,0,0,2,1,19,0,0,2,0,23,0,4,1,1,1,4,2,0,0,4,4,1,1,0,4,1
537,1,5,0,1,1,1,1,1,0,0,3,5,6,1,0,1,1,0,0,18,1,0,1,0,20,2,3,2,3,0,5,4,0,0,4,5,4,3,4,0,1
549,1,5,0,6,6,0,2,5,1,2,5,2,5,0,0,1,1,2,0,17,0,0,2,1,25,6,4,2,3,1,3,4,2,3,2,6,1,1,4,4,1
550,1,5,0,0,4,1,2,3,2,1,6,1,5,0,0,0,0,2,0,22,2,0,2,0,22,6,4,2,1,0,1,2,0,3,3,1,4,1,1,0,1
563,1,5,0,1,3,6,4,2,0,2,5,6,3,1,2,0,0,2,1,16,2,1,0,1,29,0,0,1,2,1,5,1,0,0,4,2,4,1,4,3,0
570,1,5,0,2,4,1,5,2,0,2,5,0,5,1,1,1,1,1,1,19,0,0,2,0,30,0,1,1,2,1,1,2,1,0,2,0,4,2,2,4,1
588,1,5,0,0,0,0,1,1,3,6,3,4,4,1,3,1,0,1,0,16,0,0,2,1,20,0,0,2,3,1,3,4,0,1,2,6,0,1,0,1,1
589,1,5,0,6,0,3,1,1,3,6,0,0,4,1,2,1,1,0,1,17,0,0,2,1,21,0,3,2,3,1,4,4,0,1,3,3,0,1,1,3,1
590,1,5,0,0,1,0,1,2,3,0,4,3,4,1,2,1,0,1,1,18,0,0,2,1,21,0,0,2,0,1,4,1,0,2,3,3,4,3,0,3,1
591,1,5,0,1,4,2,3,0,4,1,5,2,1,0,1,0,0,2,0,19,0,0,2,1,21,0,0,3,3,1,4,4,0,1,3,4,0,0,3,4,0
592,1,5,0,1,3,1,4,4,4,1,4,1,1,0,1,0,0,2,0,19,0,0,2,0,21,0,0,3,3,1,1,4,0,1,3,5,0,1,1,3,0
594,1,5,0,2,6,6,1,1,4,0,0,0,5,1,2,1,1,3,0,18,1,0,2,1,22,0,0,1,3,1,5,4,0,0,2,6,0,2,4,1,1
596,1,5,0,1,1,4,0,1,3,0,6,3,3,0,1,0,0,0,0,18,0,0,2,1,21,0,3,2,3,1,3,4,0,2,3,5,4,1,1,3,1
597,1,5,0,2,3,6,0,0,5,1,1,1,4,1,3,1,1,1,1,19,0,0,2,1,21,0,0,2,3,1,4,4,0,2,3,4,4,3,1,3,1
598,1,5,0,3,0,0,1,1,3,0,0,3,4,1,3,1,0,1,1,17,0,0,2,0,20,0,3,2,3,1,4,4,0,2,2,6,4,1,1,3,1
599,1,5,0,3,0,3,1,1,3,3,3,3,5,1,3,1,0,3,1,17,1,1,0,1,22,0,0,2,3,1,4,4,2,6,1,5,1,3,1,3,1
600,1,5,0,0,1,1,2,2,3,0,0,0,5,0,3,1,0,3,1,19,1,0,2,1,21,0,3,2,3,1,3,4,0,2,3,5,4,3,1,0,1
601,1,5,0,2,4,2,1,2,1,1,5,6,5,1,2,1,1,0,0,17,2,0,2,1,26,2,3,2,3,1,5,3,0,7,3,6,4,0,4,3,1
603,1,5,0,1,3,2,4,0,4,1,5,1,3,0,1,0,0,2,0,18,2,0,2,1,21,0,0,2,3,1,2,4,0,1,3,4,4,2,0,4,1
604,1,5,0,1,0,2,3,3,4,1,4,1,1,0,1,0,0,0,0,20,2,0,2,1,22,2,0,3,0,1,1,1,0,2,3,3,4,2,0,4,0
605,1,5,0,1,3,2,3,0,5,0,4,2,0,0,1,0,0,2,0,19,0,1,0,1,21,0,0,2,3,1,2,4,0,2,3,4,4,2,1,4,1
606,1,5,0,1,5,2,4,0,5,6,4,1,0,0,1,0,0,0,0,19,0,1,0,0,21,0,0,3,3,1,1,4,2,6,3,5,1,3,1,3,0
609,1,5,0,2,1,1,1,0,3,1,0,1,0,1,1,1,1,1,1,24,1,0,2,1,27,0,0,1,1,1,3,3,0,3,1,3,4,3,0,1,1
612,1,5,0,1,1,1,0,1,4,1,3,1,4,1,2,0,1,0,0,18,1,0,2,1,21,0,0,2,3,1,5,4,0,2,2,5,4,3,1,1,1
613,1,5,0,2,0,2,6,1,4,0,0,1,4,1,3,0,1,0,1,17,2,0,2,1,20,0,0,3,2,1,4,4,0,6,3,8,0,3,1,3,0
614,1,5,0,1,5,1,1,1,3,1,3,0,4,1,2,0,0,0,1,18,2,0,2,1,21,1,0,2,3,1,4,4,0,6,3,6,4,3,1,3,1
615,1,5,0,1,1,0,1,0,0,0,0,1,0,1,2,1,1,0,1,23,1,0,2,0,28,0,0,0,1,1,3,3,0,1,2,4,4,3,0,3,0
616,1,5,0,1,0,4,0,0,3,1,4,1,4,0,1,0,0,0,1,21,0,0,2,1,25,0,1,3,3,1,2,1,0,3,2,4,0,1,1,1,0
617,1,5,0,1,5,1,1,1,6,1,1,1,3,1,1,1,0,0,0,10,2,0,2,0,24,0,1,3,0,1,2,1,0,4,3,3,0,1,1,1,0
618,1,5,0,1,1,1,4,0,4,6,4,1,4,1,2,1,0,1,1,19,2,0,2,1,22,6,0,3,3,1,4,1,0,4,3,5,4,1,1,3,0
619,1,5,0,3,4,1,3,2,1,1,4,1,4,1,3,0,0,0,1,19,2,1,0,1,22,0,1,3,3,1,5,1,1,6,1,4,3,2,0,1,0
620,1,5,0,1,4,1,3,2,4,0,4,2,5,1,2,0,0,0,1,20,2,0,2,1,25,0,1,3,0,1,5,1,0,4,3,4,0,3,0,1,0
621,1,5,0,6,5,1,1,1,1,0,4,3,4,0,0,0,0,2,0,19,0,0,2,0,23,6,1,2,3,1,2,4,0,3,2,5,0,1,1,1,1
